Sun Apr 22 18:38:15 2018    simple_plot_profile_3.prof

         256094 function calls (251833 primitive calls) in 64.321 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib2.py:902(ProxyBasicAuthHandler)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:4361(postParse)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:1709(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/integrate/_ode.py:508(complex_ode)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/testing/nose_tools/utils.py:1956(suppress_warnings)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/colors.py:97(_sanitize_extrema)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/integrate/_ode.py:953(zvode)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:1439(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/rrule.py:93(rrulebase)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:983(minposx)
        3    0.000    0.000    0.000    0.000 {cmp}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/linalg/matfuncs.py:183(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/gridspec.py:35(GridSpecBase)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/gridspec.py:391(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/dummy/connection.py:43(Listener)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/scale.py:164(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/dviread.py:512(DviFont)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:580(get_wrap)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/tz/_common.py:54(_DatetimeWithFold)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/connection.py:117(Listener)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_tools.py:146(ToolToggleBase)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/figure.py:516(get_constrained_layout)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:789(_set_ident)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:201(Variable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3397(Spinbox)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:1993(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/figure.py:929(get_edgecolor)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/integrate/_ode.py:1112(dop853)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/ticker.py:1585(NullLocator)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/ticker.py:1176(EngFormatter)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/colors.py:625(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1033(TransformedBbox)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/tz/tz.py:808(tzrange)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3042(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/core/trajectory.py:110(TrajectorySolver)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:3644(BracketAB)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/sre_parse.py:710(literal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/rrule.py:304(rrule)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/dates.py:976(DateLocator)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/_lib/_version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/docstring.py:11(Substitution)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ctypeslib.py:177(_ndptr)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:3214(set_history_buttons)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/tz/_factories.py:9(__call__)
        1    0.000    0.000    0.000    0.000 {_struct.unpack}
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:987(minposy)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/_import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/dummy/__init__.py:131(Value)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend_handler.py:653(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/integrate/_ode.py:690(IntegratorBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:536(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/gridspec.py:387(SubplotSpec)
        4    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/scale.py:47(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/arrayprint.py:1069(IntegerFormat)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_tools.py:559(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/scale.py:196(LogScale)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/_pylab_helpers.py:35(get_fig_manager)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:1169(Stack)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/_backend_tk.py:639(NavigationToolbar2Tk)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/blocking_input.py:36(BlockingInput)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/blocking_input.py:124(BlockingMouseInput)
        2    0.000    0.000    0.000    0.000 {strop.maketrans}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/figure.py:63(AxesStack)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/units.py:137(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/linalg/eigen/arpack/arpack.py:968(IterOpInv)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:761(get_color)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3555(LabelFrame)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/image.py:903(NonUniformImage)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib.py:610(FancyURLopener)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mathtext.py:1908(NegFill)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/tqdm/_tqdm.py:864(__hash__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/gridspec.py:168(GridSpec)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/figure.py:1925(add_axobserver)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/__init__.py:723(_decode_filesystem_path)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/testing/nose_tools/nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:1888(_Style)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/tri/triinterpolate.py:1238(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/projections/polar.py:129(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:346(Formatter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/process.py:177(daemon)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mathtext.py:2044(Ship)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/windowing.py:21(GetForegroundWindow)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/units.py:88(ConversionInterface)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/logging/__init__.py:1386(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/collections.py:796(update_scalarmappable)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/ticker.py:260(Formatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/synchronize.py:195(Condition)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mlab.py:3633(GaussianKDE)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:1269(OffsetImage)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mathtext.py:379(Fonts)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/integrate/_ivp/rk.py:81(RungeKutta)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/windowing.py:23(SetForegroundWindow)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/dates.py:1056(RRuleLocator)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/tqdm/_tqdm_gui.py:25(tqdm_gui)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/_cm.py:99(get_color_function)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/widgets.py:640(TextBox)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/ticker.py:810(LogFormatter)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/gridspec.py:51(get_geometry)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend_handler.py:45(HandlerBase)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/json/encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/widgets.py:2540(PolygonSelector)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/optimize.py:1839(Brent)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mathtext.py:92(MathtextBackend)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_tools.py:434(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/core/quaddiff.py:106(add_smplpole)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/tqdm/_tqdm.py:77(__init__)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/figure.py:759(set_canvas)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/streamplot.py:306(Grid)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:124(_RLock)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:182(ParseBaseException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/dates.py:1589(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/function_base.py:2543(vectorize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/collections.py:1133(LineCollection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/synchronize.py:108(Semaphore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/suite.py:78(TestSuite)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:702(TextArea)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:259(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/dummy/__init__.py:61(DummyProcess)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/core.py:2374(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/lib/python2.7/copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/projections/geo.py:276(AitoffTransform)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/artist.py:704(get_alpha)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/image.py:783(AxesImage)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/container.py:10(Container)
        1    0.000    0.000    0.000    0.000 /home/pablo/Santiago/otros/dq-python/quad-diff/quaddiff/plot/baseplotter.py:40(add_phase)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/tri/triinterpolate.py:1019(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/projections/polar.py:763(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:1613(DraggableBase)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/dviread.py:602(Vf)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:108(todate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:376(HTMLCalendar)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backend_bases.py:766(flipy)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/tri/trirefine.py:51(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/_datasource.py:160(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/animation.py:576(PillowWriter)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:1447(Grouper)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/lib/_datasource.py:263(DataSource)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:2417(Keyword)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib2.py:311(OpenerDirector)
        3    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/tqdm/_tqdm.py:70(TqdmDefaultWriteLock)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/transforms.py:1817(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/integrate/_ivp/radau.py:180(Radau)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/ctypes/__init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/json/encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/text.py:1625(OffsetFrom)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/gridspec.py:66(set_width_ratios)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/queues.py:295(JoinableQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/httplib.py:1103(HTTP)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/core/records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mlab.py:1585(PCA)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:551(_Event)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mathtext.py:911(DejaVuSerifFonts)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/patches.py:1911(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/animation.py:1589(FuncAnimation)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/urllib2.py:753(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:3262(Image)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/linalg/_expm_multiply.py:304(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/core.py:2592(MaskedIterator)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/unittest/case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/tz/tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/dates.py:871(rrulewrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:254(_Condition)
        3    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/core.py:864(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/offsetbox.py:490(PaddedBox)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/lib-tk/Tkinter.py:2813(Scale)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/multiprocessing/queues.py:348(SimpleQueue)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/tri/triinterpolate.py:19(TriInterpolator)
        2    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/legend.py:793(_approx_text_height)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/optimize/nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/pyparsing.py:3693(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/numpy/ma/extras.py:1453(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/_backend_tk.py:1034(_BackendTk)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/dateutil/tz/_factories.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/axis.py:531(YTick)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/scipy/sparse/data.py:152(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/projections/__init__.py:25(get_projection_class)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/_backend_tk.py:858(ToolbarTk)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/dates.py:1161(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/cbook/__init__.py:148(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/backends/_backend_tk.py:455(FigureManagerTk)
        1    0.000    0.000    0.000    0.000 /home/pablo/.virtualenvs/quaddiff/local/lib/python2.7/site-packages/matplotlib/mathtext.py:1360(Node)
